link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe,publisher,weightCategory,appearanceRaw,appearances,minorAppearances,picLink,superName,fullName,nickName
http://marvel.wikia.com/wiki/Kevin_Masterson_(Earth-982),Male,"5' 10""",160 lbs (73 kg),"What If? Vol 2  #105(February, 1998)","February, 1998",1998,70,160,Kevin Masterson,Earth-982,Marvel,normal,"[' 49 Appearances of Kevin Masterson (Earth-982)\n', '  Minor Appearances of Kevin Masterson (Earth-982)\n']",49,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fa/Kevin_Masterson_%28Earth-982%29_from_A-Next_Vol_1_1_001.jpg/revision/latest?cb=20060730194046,Thunderstrike,Kevin Masterson,
http://marvel.wikia.com/wiki/Khafre_(Earth-616),Male,"5' 6"" (normal) 66' (sphinx)",160 lbs (73 kg) (normal) 150 tons (sphinx),"Before the Fantastic Four: Reed Richards  #3(December, 2000)","December, 2000",2000,66,160,Khafre,Earth-616,Marvel,over,"[' 2 Appearances of Khafre (Earth-616)\n', '  Minor Appearances of Khafre (Earth-616)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/90/Khafre_%28Earth-616%29_from_Before_the_Fantastic_Four_Reed_Richards_Vol_1_3_0001.jpg/revision/latest?cb=20161012085701,Khafre,Khafre,
http://marvel.wikia.com/wiki/Klaus_Voorhees_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Journey into Mystery  #98(November, 1963)","November, 1963",1963,70,160,Klaus Voorhees,Earth-616,Marvel,normal,"[' 90 Appearances of Klaus Voorhees (Earth-616)\n', ' 11 Minor Appearances of Klaus Voorhees (Earth-616)\n']",90,11,https://vignette.wikia.nocookie.net/marveldatabase/images/5/58/Klaus_Voorhees_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_2_0001.png/revision/latest?cb=20170409221809,King Cobra,Klaus Voorhees,
http://marvel.wikia.com/wiki/Lord_Ruthven_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Vampire Tales  #1(June, 1973)","June, 1973",1973,69,160,Lord Ruthven,Earth-616,Marvel,normal,"[' 3 Appearances of Lord Ruthven (Earth-616)\n', '  Minor Appearances of Lord Ruthven (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2a/Lord_Ruthven_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_001.jpg/revision/latest?cb=20170429175410,Lord Ruthven,Unknown,
http://marvel.wikia.com/wiki/Matthew_Hawk_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Two-Gun Kid  #60(November, 1962)","November, 1962",1962,69,160,Matthew Hawk,Earth-616,Marvel,normal,"[' 208 Appearances of Matthew Hawk (Earth-616)\n', ' 6 Minor Appearances of Matthew Hawk (Earth-616)\n']",208,6,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dc/Matthew_Hawk_%28Earth-616%29_0002.jpg/revision/latest?cb=20140125005256,Two-Gun Kid,Matthew Hawk,Matthew Liebowicz
http://marvel.wikia.com/wiki/Max_(Fortisquian)_(Earth-616),Male,"6' 2""",160 lbs (73 kg),"Comet Man  #1(February, 1987)","February, 1987",1987,74,160,Max (Fortisquian),Earth-616,Marvel,normal,"[' 15 Appearances of Max (Fortisquian) (Earth-616)\n', ' 1 Minor Appearances of Max (Fortisquian) (Earth-616)\n']",15,1,https://vignette.wikia.nocookie.net/marveldatabase/images/6/68/Max_%28Fortisquian%29_%28Earth-616%29_Official_Handbook_of_the_Marvel_Universe_Vol_3_5.jpg/revision/latest?cb=20160220151804,Max,Unknown,
http://marvel.wikia.com/wiki/Miles_Morales_(Earth-1610),Male,"5' 8""",160 lbs (73 kg),"Ultimate Comics Fallout  #4(October, 2011)","October, 2011",2011,68,160,Miles Morales,Earth-1610,Marvel,normal,"[' 311 Appearances of Miles Morales (Earth-1610)\n', ' 60 Minor Appearances of Miles Morales (Earth-1610)\n']",311,60,https://vignette.wikia.nocookie.net/marveldatabase/images/2/25/Spider-Man_Vol_2_21_Textless.jpg/revision/latest?cb=20170718211441,Spider-Man,Miles Morales,
http://marvel.wikia.com/wiki/Miranda_Leevald_(Earth-616),Female,"5' 11""",160 lbs (73 kg),"Uncanny X-Men  #399(December, 2001)","December, 2001",2001,71,160,Miranda Leevald,Earth-616,Marvel,normal,"[' 45 Appearances of Miranda Leevald (Earth-616)\n', '  Minor Appearances of Miranda Leevald (Earth-616)\n']",45,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/67/Miranda_Leevald_%28Earth-616%29_from_Domino_Annual_Vol_1_1_001.jpg/revision/latest?cb=20180930043310,Stacy X,Miranda Leevald,
http://marvel.wikia.com/wiki/Moondark_(Earth-616),Male,"5' 11""",160 lbs (73 kg),"Marvel Team-Up  #12(August, 1973)","August, 1973",1973,71,160,Moondark,Earth-616,Marvel,normal,"[' 12 Appearances of Moondark (Earth-616)\n', ' 1 Minor Appearances of Moondark (Earth-616)\n']",12,1,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Moondark_%28Earth-616%29_from_Marvel_Team-Up_Vol_1_12_0001.jpg/revision/latest?cb=20180804025544,Moondark,Unknown,
http://marvel.wikia.com/wiki/Mr._Muro_(Earth-616),Male,"5' 7""",160 lbs (73 kg),"Daring Mystery Comics  #1(January, 1940)","January, 1940",1940,67,160,Mr. Muro,Earth-616,Marvel,over,"[' 4 Appearances of Mr. Muro (Earth-616)\n', '  Minor Appearances of Mr. Muro (Earth-616)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/71/Muro_%28Earth-616%29.jpg/revision/latest?cb=20110401161202,Mr. Muro,Mr. Muro,
http://marvel.wikia.com/wiki/Nakia_Shauku_(Earth-616),Female,"6' 0""",160 lbs (73 kg),"Black Panther Vol 3  #1(November, 1998)","November, 1998",1998,72,160,Nakia Shauku,Earth-616,Marvel,normal,"[' 22 Appearances of Nakia Shauku (Earth-616)\n', ' 1 Minor Appearances of Nakia Shauku (Earth-616)\n']",22,1,https://vignette.wikia.nocookie.net/marveldatabase/images/f/f9/Nakia_%28Malice%29_%28Earth-616%29_from_Black_Panther_Vol_3_1_001.png/revision/latest?cb=20170424142325,Malice,Nakia Shauku,
http://marvel.wikia.com/wiki/Orson_Kasloff_(Earth-616),Male,"5' 9""",160 lbs (73 kg) (210 lbs in suit),"Strange Tales  #111(August, 1963)","August, 1963",1963,69,160,Orson Kasloff,Earth-616,Marvel,normal,"[' 7 Appearances of Orson Kasloff (Earth-616)\n', '  Minor Appearances of Orson Kasloff (Earth-616)\n']",7,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/64/Orson_Kasloff_%28Earth-616%29_from_Fear_Itself_The_Home_Front_Vol_1_6_001.jpg/revision/latest?cb=20180722014117,Asbestos Man,Dr. Orson Kasloff,
http://marvel.wikia.com/wiki/Peter_Parker_(Earth-TRN376),Male,"5' 10""",160 lbs (73 kg),The Amazing Spider-Man(2012),2012,2012,70,160,Peter Parker,Earth-TRN376,Marvel,normal,"[' 2 Appearances of Peter Parker (Earth-TRN376)\n', '  Minor Appearances of Peter Parker (Earth-TRN376)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Peter_Parker_%28Earth-TRN376%29_from_The_Amazing_Spider-Man_2_Cover_001.jpg/revision/latest?cb=20141117200906,Spider-Man,Peter Parker,
http://marvel.wikia.com/wiki/Peter_Petruski_(Earth-61112),Male,"5' 10""",160 lbs (73 kg),"Age of Ultron  #2(May, 2013)","May, 2013",2013,70,160,Peter Petruski,Earth-61112,Marvel,normal,"['  Appearances of Peter Petruski (Earth-61112)\n', ' 2 Minor Appearances of Peter Petruski (Earth-61112)\n']",0,2,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3e/Peter_Petruski_%28Earth-61112%29_from_Age_of_Ultron_Vol_1_2.jpg/revision/latest?cb=20140507153015,Trapster,Peter Petruski,
http://marvel.wikia.com/wiki/Peter_Petruski_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Strange Tales  #104(January, 1963)","January, 1963",1963,70,160,Peter Petruski,Earth-616,Marvel,normal,"[' 176 Appearances of Peter Petruski (Earth-616)\n', ' 12 Minor Appearances of Peter Petruski (Earth-616)\n']",176,12,https://vignette.wikia.nocookie.net/marveldatabase/images/5/56/Peter_Petruski_%28Earth-616%29_from_Deadpool_Vol_3_42_001.jpg/revision/latest?cb=20150425202915,Trapster,Peter Petruski,
http://marvel.wikia.com/wiki/Phillip_Chang_(Earth-616),Male,"5' 7""",160 lbs (73 kg),"Amazing Spider-Man  #184(September, 1978)","September, 1978",1978,67,160,Phillip Chang,Earth-616,Marvel,over,"[' 42 Appearances of Phillip Chang (Earth-616)\n', ' 2 Minor Appearances of Phillip Chang (Earth-616)\n']",42,2,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7d/Phillip_Chang_%28Earth-616%29_from_Amazing_Spider-Man_Vol_4_1_001.jpg/revision/latest?cb=20151008060924,Phillip Chang,Phillip Chang,
http://marvel.wikia.com/wiki/Robert_Drake_(Earth-8096),Male,"5' 8""",160 lbs (73 kg),"""Hindsight (Part 1)""(January 23, 2009)","January 23, 2009",2009,68,160,Robert Drake,Earth-8096,Marvel,normal,"[' 15 Appearances of Robert Drake (Earth-8096)\n', '  Minor Appearances of Robert Drake (Earth-8096)\n']",15,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d9/Iceman_%28Earth-80920%29001.jpg/revision/latest?cb=20110306130453,Iceman,Robert Drake,
http://marvel.wikia.com/wiki/Robert_Farrell_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Amazing Spider-Man  #172(September, 1977)","September, 1977",1977,70,160,Robert Farrell,Earth-616,Marvel,normal,"[' 49 Appearances of Robert Farrell (Earth-616)\n', ' 6 Minor Appearances of Robert Farrell (Earth-616)\n']",49,6,https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Robert_Farrell_%28Earth-616%29_001.jpg/revision/latest?cb=20150722115023,Rocket Racer,Robert Farrell,
http://marvel.wikia.com/wiki/Ross_G._Everbest_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Man-Thing  #3(March, 1974)","March, 1974",1974,69,160,Ross G. Everbest,Earth-616,Marvel,normal,"[' 13 Appearances of Ross G. Everbest (Earth-616)\n', ' 3 Minor Appearances of Ross G. Everbest (Earth-616)\n']",13,3,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9a/Foolkill.jpg/revision/latest?cb=20100707122340,Foolkiller,Ross G. Everbest,
http://marvel.wikia.com/wiki/Russell_Collins_(Earth-616),Male,"5' 11""",160 lbs (73 kg),"X-Factor  #1(February, 1986)","February, 1986",1986,71,160,Russell Collins,Earth-616,Marvel,normal,"[' 77 Appearances of Russell Collins (Earth-616)\n', ' 5 Minor Appearances of Russell Collins (Earth-616)\n']",77,5,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d1/Russell_Collins_%28Earth-616%29_from_X-Men_Phoenix_Force_Handbook_Vol_1_1_001.png/revision/latest?cb=20180404054011,Rusty Collins,"Russell ""Rusty"" Collins",Rusty Collins
http://marvel.wikia.com/wiki/Texas_Kid_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Daring Mystery Comics  #1(January, 1940)","January, 1940",1940,69,160,Texas Kid,Earth-616,Marvel,normal,"[' 4 Appearances of Texas Kid (Earth-616)\n', '  Minor Appearances of Texas Kid (Earth-616)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1a/Texas_Kid_%28Earth-616%29from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest?cb=20150830193523,Texas Kid,Unknown,
http://marvel.wikia.com/wiki/Trapster_(Earth-311),Male,"5' 10""",160 lbs (73 kg),"Marvel 1602: Fantastick Four  #1(November, 2006)","November, 2006",2006,70,160,Trapster,Earth-311,Marvel,normal,"[' 5 Appearances of Trapster (Earth-311)\n', '  Minor Appearances of Trapster (Earth-311)\n']",5,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/58/Trapster_%28Earth-311%29.jpg/revision/latest?cb=20071113181843,Trapster,Unknown,
http://marvel.wikia.com/wiki/Venkat_Katregadda_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"X-Men Vol 2  #86(March, 1999)","March, 1999",1999,69,160,Venkat Katregadda,Earth-616,Marvel,normal,"[' 9 Appearances of Venkat Katregadda (Earth-616)\n', ' 1 Minor Appearances of Venkat Katregadda (Earth-616)\n']",9,1,https://vignette.wikia.nocookie.net/marveldatabase/images/6/61/Venkat_Katregadda_%28Earth-616%29_from_X-Men_Vol_2_86.png/revision/latest?cb=20130629203742,Vindaloo,Venkat Katregadda,
http://marvel.wikia.com/wiki/Victor_Alvarez_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Dark Reign: The List - Daredevil  #1(November, 2009) (as Victor Alvarez)Shadowland: Power Man  #1(October, 2010)(as Power Man)","October, 2010",2010,69,160,Victor Alvarez,Earth-616,Marvel,normal,"[' 69 Appearances of Victor Alvarez (Earth-616)\n', ' 3 Minor Appearances of Victor Alvarez (Earth-616)\n']",69,3,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c8/Shadowland_Power_Man_Vol_1_1_Second_Printing_Variant_Textless.jpg/revision/latest?cb=20110519201326,Power Man,Víctor Hernán Álvarez,
http://marvel.wikia.com/wiki/Victor_Alvarez_(Earth-TRN382),Male,"5' 9""",160 lbs (73 kg),"Mighty Avengers Vol 2  #5.INH(March, 2014)","March, 2014",2014,69,160,Victor Alvarez,Earth-TRN382,Marvel,normal,"[' 1 Appearances of Victor Alvarez (Earth-TRN382)\n', '  Minor Appearances of Victor Alvarez (Earth-TRN382)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/ec/Victor_Alvarez_%28Earth-TRN382%29.jpeg/revision/latest?cb=20140206053247,Power Man,Víctor Hernán Álvarez,
http://marvel.wikia.com/wiki/White_Dragon_(Chinatown)_(Earth-616),Male,"5' 8""",160 lbs (73 kg),"Amazing Spider-Man  #184(September, 1978)","September, 1978",1978,68,160,White Dragon (Chinatown),Earth-616,Marvel,normal,"[' 14 Appearances of White Dragon (Chinatown) (Earth-616)\n', ' 2 Minor Appearances of White Dragon (Chinatown) (Earth-616)\n']",14,2,https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Deadly_Hands_of_Kung_Fu_Vol_2_3_Textless.jpg/revision/latest?cb=20140424031025,White Dragon,Unknown,
http://marvel.wikia.com/wiki/White_Raven_(Earth-616),Female,"5' 11""",160 lbs (73 kg),"Silver Surfer: Dangerous Artifacts  #1(June, 1996)","June, 1996",1996,71,160,White Raven,Earth-616,Marvel,normal,"[' 1 Appearances of White Raven (Earth-616)\n', '  Minor Appearances of White Raven (Earth-616)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e5/White_Raven_%28Earth-616%29_from_Silver_Surfer_Dangerous_Artifacts_Vol_1_1_0001.jpg/revision/latest?cb=20180505051425,White Raven,Unknown,
http://marvel.wikia.com/wiki/Willie_Wilson_(Earth-8107),Male,"5' 10""",160 lbs (73 kg),"""Sidewinder Strikes""(December, 1981)","December, 1981",1981,70,160,Willie Wilson,Earth-8107,Marvel,normal,"[' 1 Appearances of Willie Wilson (Earth-8107)\n', '  Minor Appearances of Willie Wilson (Earth-8107)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2a/Willie_Wilson_%28Earth-8107%29_from_Spider-Man_%281981_animated_series%29_Season_1_13_0001.jpg/revision/latest?cb=20180609141821,Sidewinder,Willie Wilson,
http://marvel.wikia.com/wiki/Yao_(Earth-41101),Male,"5' 11""",160 lbs (73 kg),"Strange  #1(November, 2004)","November, 2004",2004,71,160,Yao,Earth-41101,Marvel,normal,"[' 5 Appearances of Yao (Earth-41101)\n', '  Minor Appearances of Yao (Earth-41101)\n']",5,0,https://vignette.wikia.nocookie.net/marveldatabase/images/4/45/Strange_Vol_1_3_Textless.jpg/revision/latest?cb=20151228203049,Ancient One,Yao,
http://marvel.wikia.com/wiki/Yao_(Earth-616),Male,"5' 11""",160 lbs (73 kg) (material form),"Amazing Adventures  #1(June, 1961) (Unnamed)Strange Tales  #110(July, 1963)(as the Ancient One)","July, 1963",1963,71,160,Yao,Earth-616,Marvel,normal,"[' 155 Appearances of Yao (Earth-616)\n', ' 19 Minor Appearances of Yao (Earth-616)\n']",155,19,https://vignette.wikia.nocookie.net/marveldatabase/images/1/12/Yao_%28Earth-616%29_from_New_Avengers_Vol_2_3_0001.jpg/revision/latest?cb=20110424134627,Ancient One,Yao,
http://marvel.wikia.com/wiki/Chtylok_(Earth-616),Male,"25' 0""",16000 lbs (7257 kg),"Sensational Spider-Man  #13(February, 1997)","February, 1997",1997,60,160,Chtylok,Earth-616,Marvel,over,"[' 6 Appearances of Chtylok (Earth-616)\n', '  Minor Appearances of Chtylok (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dc/Chtylok_%28Earth-616%29_from_Sensational_Spider-Man_Vol_1_13_0001.png/revision/latest?cb=20091231001359,Chtylok the Che-K'n Kau,Chtylok,
http://marvel.wikia.com/wiki/Rakkhal_(Earth-6966),Male,"25' 0""",16000 lbs (7257 kg),"Silver Surfer  #6(June, 1969)","June, 1969",1969,60,160,Rakkhal,Earth-6966,Marvel,over,"[' 4 Appearances of Rakkhal (Earth-6966)\n', '  Minor Appearances of Rakkhal (Earth-6966)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/ee/Overlord.JPG/revision/latest?cb=20071012151111,Overlord,Rakkhal,
http://marvel.wikia.com/wiki/Dante_Pertuz_(Earth-616),Male,"5' 11""",161 lbs (73 kg),"Inhuman  #1(June, 2014)","June, 2014",2014,71,161,Dante Pertuz,Earth-616,Marvel,normal,"[' 61 Appearances of Dante Pertuz (Earth-616)\n', ' 4 Minor Appearances of Dante Pertuz (Earth-616)\n']",61,4,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b0/Inhuman_Vol_1_2_Textless.jpg/revision/latest?cb=20131114174124,Inferno,Dante Pertuz,
http://marvel.wikia.com/wiki/Dante_Pertuz_(Earth-TRN012),Male,"5' 11""",161 lbs (73 kg),"Marvel Future Fight(April 30, 2015)",30-Apr-15,2015,71,161,Dante Pertuz,Earth-TRN012,Marvel,normal,"[' 1 Appearances of Dante Pertuz (Earth-TRN012)\n', '  Minor Appearances of Dante Pertuz (Earth-TRN012)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/09/Dante_Pertuz_%28Earth-TRN012%29_from_Marvel_Future_Fight_001.jpg/revision/latest?cb=20170331055509,Inferno,Dante Pertuz,
http://marvel.wikia.com/wiki/Elliot_Boggs_(Earth-1610),Male,"5' 10""",161 lbs (73 kg),"Ultimate X-Men  #66(March, 2006)","March, 2006",2006,70,161,Elliot Boggs,Earth-1610,Marvel,normal,"[' 10 Appearances of Elliot Boggs (Earth-1610)\n', '  Minor Appearances of Elliot Boggs (Earth-1610)\n']",10,0,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a2/Elliot_Boggs_%28Earth-1610%29.jpg/revision/latest?cb=20120621230742,Magician,Elliot Boggs,
http://marvel.wikia.com/wiki/Justine_Hammer_(Earth-616),Female,"5' 11""",161 lbs (73 kg),"Thunderbolts  #3(June, 1997)","June, 1997",1997,71,161,Justine Hammer,Earth-616,Marvel,normal,"[' 43 Appearances of Justine Hammer (Earth-616)\n', '  Minor Appearances of Justine Hammer (Earth-616)\n']",43,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/Justine_Hammer_%28Earth-616%29_from_Invincible_Iron_Man_Vol_2_25_001.jpg/revision/latest?cb=20120214175836,Justine Hammer,Justine Hammer,
http://marvel.wikia.com/wiki/Kurt_Darkholme_(Earth-295),Male,"5' 9""",161 lbs (73 kg),"X-Men: Alpha  #1(February, 1995)","February, 1995",1995,69,161,Kurt Darkholme,Earth-295,Marvel,normal,"[' 57 Appearances of Kurt Darkholme (Earth-295)\n', ' 1 Minor Appearances of Kurt Darkholme (Earth-295)\n']",57,1,https://vignette.wikia.nocookie.net/marveldatabase/images/8/89/Uncanny_X-Force_Vol_1_33_Textless.jpg/revision/latest?cb=20120815192615,Nightcrawler,Kurt Darkholme,
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-597),Male,"5' 9""",161 lbs (73 kg),"Excalibur  #9(June, 1989)","June, 1989",1989,69,161,Kurt Wagner,Earth-597,Marvel,normal,"[' 6 Appearances of Kurt Wagner (Earth-597)\n', '  Minor Appearances of Kurt Wagner (Earth-597)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/8/86/Kurt_Wagner_%28Earth-597%29.jpg/revision/latest?cb=20090918005704,Nightcrawler,Kurt Wagner,
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-6109),Male,"5' 9""",161 lbs (73 kg),"Marvel: Ultimate Alliance(October 24, 2006July 27, 2016 (Remastered))",2006,2006,69,161,Kurt Wagner,Earth-6109,Marvel,normal,"[' 1 Appearances of Kurt Wagner (Earth-6109)\n', '  Minor Appearances of Kurt Wagner (Earth-6109)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/61/Kurt_Wagner_%28Earth-6109%29_from_Marvel_Ultimate_Alliance_0002.jpg/revision/latest?cb=20070520182849,Nightcrawler,Kurt Wagner,
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-61112),Male,"5' 9""",161 lbs (73 kg),"Age of Ultron  #2(May, 2013)","May, 2013",2013,69,161,Kurt Wagner,Earth-61112,Marvel,normal,"[' 1 Appearances of Kurt Wagner (Earth-61112)\n', ' 2 Minor Appearances of Kurt Wagner (Earth-61112)\n']",1,2,https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Kurt_Wagner_%28Earth-61112%29.jpg/revision/latest?cb=20130710134348,Nightcrawler,Kurt Wagner,
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-616),Male,"5' 9""",161 lbs (73 kg),"Giant-Size X-Men  #1(May, 1975)","May, 1975",1975,69,161,Kurt Wagner,Earth-616,Marvel,normal,"[' 1,204 Appearances of Kurt Wagner (Earth-616)\n', ' 77 Minor Appearances of Kurt Wagner (Earth-616)\n']",1204,77,https://vignette.wikia.nocookie.net/marveldatabase/images/4/41/X-Men_Red_Vol_1_2_Textless.jpg/revision/latest?cb=20171219195207,Nightcrawler,Kurt Wagner,Kurt Szardos
http://marvel.wikia.com/wiki/Kurt_Wagner_(Earth-81727),Male,"5' 9""",161 lbs (73 kg),"What If?  #27(July, 1981)","July, 1981",1981,69,161,Kurt Wagner,Earth-81727,Marvel,normal,"[' 1 Appearances of Kurt Wagner (Earth-81727)\n', '  Minor Appearances of Kurt Wagner (Earth-81727)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/08/Kurt_Wagner_%28Earth-81727%29.jpg/revision/latest?cb=20090918212846,Nightcrawler,Kurt Wagner,
http://marvel.wikia.com/wiki/Lupa_(Savage_Land_Mutate)_(Earth-616),Female,"5' 11""",161 lbs (73 kg),"X-Treme X-Men: Savage Land  #2(December, 2001)","December, 2001",2001,71,161,Lupa (Savage Land Mutate),Earth-616,Marvel,normal,"[' 6 Appearances of Lupa (Savage Land Mutate) (Earth-616)\n', '  Minor Appearances of Lupa (Savage Land Mutate) (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2e/Lupa_%28Savage_Land_Mutates%29_%28Earth-616%29_from_X-Treme_X-Men_Savage_Land_Vol_1_2_0001.jpg/revision/latest?cb=20061022195003,Lupa,Unknown,
